receipt_id,line_no,text,role
R00262,10,HDMI Cable 2m              1          197.60,ITEM
R00262,11,"Extension Board            3        1,112.88",ITEM
R00262,12,Keyboard                   1          784.08,ITEM
R00262,13,"Keyboard                   2        2,823.28",ITEM
R00262,14,--------------------------------------------,OTHER
R00262,15,"Sub Total:                          4,917.84",SUBTOTAL
R00262,16,CGST @ 9%:                            442.61,TAX
R00262,17,SGST @ 9%:                            442.60,TAX
R00262,18,Round Off:                             -0.05,TAX
R00262,19,"Total Amount:                      ₹5,803.00",TOTAL
R00262,20,--------------------------------------------,OTHER
R00262,21,Goods once sold will not be taken back,FOOTER
R00263,0,CAFE COFFEE JUNCTION,VENDOR
R00263,1,"8 Indiranagar, Bengaluru 560095",ADDRESS
R00263,2,Ph: 9845033445,ADDRESS
R00263,3,GSTIN/UIN: 29AAECC2233B1Z7,GSTIN
R00263,4,GST INVOICE,OTHER
R00263,5,--------------------------------------------,OTHER
R00263,6,Bill Date: 14.03.2025,DATE
R00263,7,Bill No: TI-2024-96314,INVOICE
R00263,8,--------------------------------------------,OTHER
R00263,9,Item                     Qty          Amount,OTHER
R00263,10,Biryani                    2          537.54,ITEM
R00263,11,Masala Dosa                1          139.21,ITEM
R00263,12,Veg Thali                  2          467.28,ITEM
R00263,13,Veg Thali                  4          655.76,ITEM
R00263,14,Butter Naan                2          141.30,ITEM
R00263,15,Masala Dosa                3          351.72,ITEM
R00263,16,--------------------------------------------,OTHER
R00263,17,Total Qty: 14,OTHER
R00263,18,"Total Before Tax:                   2,292.81",SUBTOTAL
R00263,19,CGST @ 2.5%:                           57.32,TAX
R00263,20,SGST @ 2.5%:                           57.32,TAX
R00263,21,Round Off:                             -0.45,TAX
R00263,22,"Bill Total:                         2,407.00",TOTAL
R00263,23,--------------------------------------------,OTHER
R00263,24,*** CUSTOMER COPY ***,FOOTER
R00263,25,UPI Payment,FOOTER
R00264,0,SARAVANA BHAVAN,VENDOR
R00264,1,"18 T Nagar, Chennai 600017",ADDRESS
R00264,2,Ph: 9840011223,ADDRESS
R00264,3,GST Reg No: 33AAECS7788N1ZJ,GSTIN
R00264,4,CASH MEMO,OTHER
R00264,5,--------------------------------------------,OTHER
R00264,6,Date: 23-02-2025,DATE
R00264,7,Bill No: INV-2024-62954,INVOICE
R00264,8,Table: 15   Covers: 7,OTHER
R00264,9,--------------------------------------------,OTHER
R00264,10,Item                     Qty          Amount,OTHER
R00264,11,Masala Dosa                1          135.20,ITEM
R00264,12,Butter Naan                1           50.86,ITEM
R00264,13,--------------------------------------------,OTHER
R00264,14,Total Qty: 2,OTHER
R00264,15,Subtotal:                             186.06,SUBTOTAL
R00264,16,CGST @ 2.5%:                            4.65,TAX
R00264,17,SGST @ 2.5%:                            4.65,TAX
R00264,18,Rounding:                              -0.36,TAX
R00264,19,Net Payable:                          195.00,TOTAL
R00264,20,--------------------------------------------,OTHER
R00264,21,Goods once sold will not be taken back,FOOTER
R00264,22,UPI Payment,FOOTER
R00265,0,SARAVANA BHAVAN,VENDOR
R00265,1,"18 T Nagar, Chennai 600017",ADDRESS
R00265,2,GST Reg No: 33AAECS7788N1ZJ,GSTIN
R00265,3,GST INVOICE,OTHER
R00265,4,--------------------------------------------,OTHER
R00265,5,Bill No: TI-2025-18978,INVOICE
R00265,6,Bill Date: 09.07.2025,DATE
R00265,7,Table: 19   Covers: 8,OTHER
R00265,8,--------------------------------------------,OTHER
R00265,9,Item                     Qty          Amount,OTHER
R00265,10,Filter Coffee              2          135.64,ITEM
R00265,11,Paneer Butter Masala       1          336.48,ITEM
R00265,12,"Paneer Butter Masala       4        1,191.32",ITEM
R00265,13,Paneer Butter Masala       1          282.30,ITEM
R00265,14,Biryani                    4          947.36,ITEM
R00265,15,Filter Coffee              2           65.26,ITEM
R00265,16,--------------------------------------------,OTHER
R00265,17,"Subtotal:                           2,958.36",SUBTOTAL
R00265,18,CGST @ 2.5%:                           73.96,TAX
R00265,19,SGST @ 2.5%:                           73.96,TAX
R00265,20,Round Off:                             -0.28,TAX
R00265,21,"Amount Payable:                     3,106.00",TOTAL
R00265,22,--------------------------------------------,OTHER
R00265,23,Goods once sold will not be taken back,FOOTER
R00266,0,INDIAN OIL FUEL STATION,VENDOR
R00266,1,"OMR Perungudi, Chennai 600096",ADDRESS
R00266,2,GST Reg No: 33AAACI0123R1ZQ,GSTIN
R00266,3,TAX INVOICE,OTHER
R00266,4,--------------------------------------------,OTHER
R00266,5,Bill Date: 05.06.2025,DATE
R00266,6,Receipt No: TI-2024-68742,INVOICE
R00266,7,--------------------------------------------,OTHER
R00266,8,Product                 Litres          Amount,OTHER
R00266,9,Petrol                     8          782.08,ITEM
R00266,10,"Petrol                    30        3,011.70",ITEM
R00266,11,--------------------------------------------,OTHER
R00266,12,"Taxable Amount:                     3,793.78",SUBTOTAL
R00266,13,Round Off:                              0.22,TAX
R00266,14,"Grand Total:                       ₹3,794.00",TOTAL
R00266,15,--------------------------------------------,OTHER
R00266,16,THANK YOU VISIT AGAIN,FOOTER
R00267,0,PARK STREET CAFE,VENDOR
R00267,1,"40 Park Street, Kolkata 700017",ADDRESS
R00267,2,Ph: 9830044332,ADDRESS
R00267,3,GST Reg No: 19AAFCP7890X1ZW,GSTIN
R00267,4,RETAIL INVOICE,OTHER
R00267,5,--------------------------------------------,OTHER
R00267,6,Invoice Number: BILL-2024-21064,INVOICE
R00267,7,Dated: 16.07.2025,DATE
R00267,8,--------------------------------------------,OTHER
R00267,9,Item                     Qty          Amount,OTHER
R00267,10,Biryani                    3          749.64,ITEM
R00267,11,Masala Dosa                2          209.66,ITEM
R00267,12,Masala Dosa                3          440.91,ITEM
R00267,13,Butter Naan                3          161.37,ITEM
R00267,14,Filter Coffee              1           58.99,ITEM
R00267,15,--------------------------------------------,OTHER
R00267,16,"Sub Total:                          1,620.57",SUBTOTAL
R00267,17,IGST @ 5%:                             81.03,TAX
R00267,18,Rounding:                               0.40,TAX
R00267,19,"Net Payable:                       ₹1,702.00",TOTAL
R00267,20,--------------------------------------------,OTHER
R00267,21,THANK YOU VISIT AGAIN,FOOTER
R00268,0,Hotel Sunrise Residency,VENDOR
R00268,1,"9 Connaught Place, New Delhi 110001",ADDRESS
R00268,2,GST Reg No: 07AACCH9012Q1Z8,GSTIN
R00268,3,GST INVOICE,OTHER
R00268,4,--------------------------------------------,OTHER
R00268,5,Dated: 08-06-2025,DATE
R00268,6,Cash Memo No: INV-2025-30589,INVOICE
R00268,7,--------------------------------------------,OTHER
R00268,8,Item                     Qty          Amount,OTHER
R00268,9,"Deluxe Room Night          2        5,799.50",ITEM
R00268,10,Laundry Service            1          512.68,ITEM
R00268,11,Breakfast Buffet           2          883.82,ITEM
R00268,12,"Deluxe Room Night          1        6,551.93",ITEM
R00268,13,Laundry Service            1          453.77,ITEM
R00268,14,"Breakfast Buffet           4        3,227.80",ITEM
R00268,15,--------------------------------------------,OTHER
R00268,16,"Taxable Value:                     17,429.50",SUBTOTAL
R00268,17,"CGST @ 6%:                          1,045.77",TAX
R00268,18,"SGST @ 6%:                          1,045.77",TAX
R00268,19,Rounding:                              -0.04,TAX
R00268,20,"Grand Total:                       19,521.00",TOTAL
R00268,21,--------------------------------------------,OTHER
R00268,22,Subject to local jurisdiction,FOOTER
R00268,23,UPI Payment,FOOTER
R00269,0,BHARAT PETROLEUM OUTLET,VENDOR
R00269,1,"NH-8 Bandra East, Mumbai 400051",ADDRESS
R00269,2,Ph: 9820011122,ADDRESS
R00269,3,GSTIN/UIN: 27AAACB1111P1ZW,GSTIN
R00269,4,GST INVOICE,OTHER
R00269,5,--------------------------------------------,OTHER
R00269,6,Date: 06/04/2025,DATE
R00269,7,Invoice No: INV-2025-57683,INVOICE
R00269,8,--------------------------------------------,OTHER
R00269,9,Product                 Litres          Amount,OTHER
R00269,10,"Petrol                    32        3,163.20",ITEM
R00269,11,--------------------------------------------,OTHER
R00269,12,"Taxable Amount:                     3,163.20",SUBTOTAL
R00269,13,Rounding:                              -0.20,TAX
R00269,14,"Net Payable:                        3,163.00",TOTAL
R00269,15,--------------------------------------------,OTHER
R00269,16,Subject to local jurisdiction,FOOTER
R00269,17,Cash Payment,FOOTER
R00270,0,Hotel Sunrise Residency,VENDOR
R00270,1,"9 Connaught Place, New Delhi 110001",ADDRESS
R00270,2,Ph: 9811023456,ADDRESS
R00270,3,GSTIN: 07AACCH9012Q1Z8,GSTIN
R00270,4,GST INVOICE,OTHER
R00270,5,--------------------------------------------,OTHER
R00270,6,Receipt No: RCPT-2024-74987,INVOICE
R00270,7,Bill Date: 01-08-2025,DATE
R00270,8,--------------------------------------------,OTHER
R00270,9,Item                     Qty          Amount,OTHER
R00270,10,Breakfast Buffet           1          491.90,ITEM
R00270,11,"Laundry Service            3        1,438.68",ITEM
R00270,12,"Deluxe Room Night          1        2,718.06",ITEM
R00270,13,"Deluxe Room Night          3        8,217.33",ITEM
R00270,14,--------------------------------------------,OTHER
R00270,15,"Taxable Value:                     12,865.97",SUBTOTAL
R00270,16,"IGST @ 12%:                         1,543.92",TAX
R00270,17,Rounding:                               0.11,TAX
R00270,18,"Amount Payable:                   ₹14,410.00",TOTAL
R00270,19,--------------------------------------------,OTHER
R00270,20,Subject to local jurisdiction,FOOTER
R00270,21,Card Payment,FOOTER
R00271,0,KUMAR MEDICALS,VENDOR
R00271,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00271,2,GSTIN: 07AAFCK3321L1ZK,GSTIN
R00271,3,TAX INVOICE,OTHER
R00271,4,--------------------------------------------,OTHER
R00271,5,Bill No: RCPT-2024-59481,INVOICE
R00271,6,Date: 29-01-2025,DATE
R00271,7,--------------------------------------------,OTHER
R00271,8,Item                     Qty          Amount,OTHER
R00271,9,Vitamin D3                 3          732.30,ITEM
R00271,10,Vitamin D3                 1          237.02,ITEM
R00271,11,Antiseptic Liquid          4          700.24,ITEM
R00271,12,--------------------------------------------,OTHER
R00271,13,Total Qty: 8,OTHER
R00271,14,"Taxable Amount:                     1,669.56",SUBTOTAL
R00271,15,CGST @ 6%:                            100.18,TAX
R00271,16,SGST @ 6%:                            100.17,TAX
R00271,17,Round Off Adj:                          0.09,TAX
R00271,18,"Bill Total:                        ₹1,870.00",TOTAL
R00271,19,--------------------------------------------,OTHER
R00271,20,Subject to local jurisdiction,FOOTER
R00271,21,Cash Payment,FOOTER
R00272,0,HYDERABAD BIRYANI HOUSE,VENDOR
R00272,1,"5 Gachibowli, Hyderabad 500081",ADDRESS
R00272,2,GSTIN/UIN: 36AADCH4567S1ZS,GSTIN
R00272,3,TAX INVOICE,OTHER
R00272,4,--------------------------------------------,OTHER
R00272,5,Dated: 02.03.2025,DATE
R00272,6,Bill No: BILL-2025-44472,INVOICE
R00272,7,Table: 15   Covers: 7,OTHER
R00272,8,--------------------------------------------,OTHER
R00272,9,Item                     Qty          Amount,OTHER
R00272,10,Filter Coffee              2          100.68,ITEM
R00272,11,Filter Coffee              3           91.68,ITEM
R00272,12,--------------------------------------------,OTHER
R00272,13,Total Qty: 5,OTHER
R00272,14,Taxable Value:                        192.36,SUBTOTAL
R00272,15,CGST @ 2.5%:                            4.81,TAX
R00272,16,SGST @ 2.5%:                            4.81,TAX
R00272,17,Round Off:                              0.02,TAX
R00272,18,Total:                                202.00,TOTAL
R00272,19,--------------------------------------------,OTHER
R00272,20,*** CUSTOMER COPY ***,FOOTER
R00272,21,Card Payment,FOOTER
R00273,0,PARK STREET CAFE,VENDOR
R00273,1,"40 Park Street, Kolkata 700017",ADDRESS
R00273,2,Ph: 9830044332,ADDRESS
R00273,3,GST Reg No: 19AAFCP7890X1ZW,GSTIN
R00273,4,TAX INVOICE,OTHER
R00273,5,--------------------------------------------,OTHER
R00273,6,Date of Supply: 22-04-2025,DATE
R00273,7,Inv No: BILL-2025-76687,INVOICE
R00273,8,Table: 21   Covers: 4,OTHER
R00273,9,--------------------------------------------,OTHER
R00273,10,Item                     Qty          Amount,OTHER
R00273,11,Butter Naan                1           45.31,ITEM
R00273,12,Butter Naan                1           48.20,ITEM
R00273,13,Veg Thali                  3          935.19,ITEM
R00273,14,Paneer Butter Masala       1          252.40,ITEM
R00273,15,Filter Coffee              4          254.24,ITEM
R00273,16,--------------------------------------------,OTHER
R00273,17,"Total Before Tax:                   1,535.34",SUBTOTAL
R00273,18,CGST @ 2.5%:                           38.39,TAX
R00273,19,SGST @ 2.5%:                           38.38,TAX
R00273,20,Rounding:                              -0.11,TAX
R00273,21,"Grand Total:                        1,612.00",TOTAL
R00273,22,--------------------------------------------,OTHER
R00273,23,Thank you for your business,FOOTER
R00274,0,Lucknow Travels Agencies,VENDOR
R00274,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00274,2,Ph: 9839011223,ADDRESS
R00274,3,GSTIN: 09AAGCL1122Y1ZT,GSTIN
R00274,4,RETAIL INVOICE,OTHER
R00274,5,--------------------------------------------,OTHER
R00274,6,Invoice Number: BILL-2024-45101,INVOICE
R00274,7,"Bill Date: Apr 21, 2025",DATE
R00274,8,--------------------------------------------,OTHER
R00274,9,Item                     Qty          Amount,OTHER
R00274,10,"Airport Transfer           2        2,206.80",ITEM
R00274,11,City Taxi                  1          373.65,ITEM
R00274,12,Airport Transfer           1          952.23,ITEM
R00274,13,"Airport Transfer           4        4,328.40",ITEM
R00274,14,--------------------------------------------,OTHER
R00274,15,Total Qty: 8,OTHER
R00274,16,"Taxable Amount:                     7,861.08",SUBTOTAL
R00274,17,CGST @ 2.5%:                          196.53,TAX
R00274,18,SGST @ 2.5%:                          196.52,TAX
R00274,19,Rounding:                              -0.13,TAX
R00274,20,"Net Payable:                       ₹8,254.00",TOTAL
R00274,21,--------------------------------------------,OTHER
R00274,22,Thank you for your business,FOOTER
R00274,23,UPI Payment,FOOTER
R00275,0,PARK STREET CAFE,VENDOR
R00275,1,"40 Park Street, Kolkata 700017",ADDRESS
R00275,2,Ph: 9830044332,ADDRESS
R00275,3,GST Reg No: 19AAFCP7890X1ZW,GSTIN
R00275,4,TAX INVOICE,OTHER
R00275,5,--------------------------------------------,OTHER
R00275,6,Date: 13.01.2025,DATE
R00275,7,Inv No: INV-2024-27050,INVOICE
R00275,8,Table: 20   Covers: 5,OTHER
R00275,9,--------------------------------------------,OTHER
R00275,10,Item                     Qty          Amount,OTHER
R00275,11,Filter Coffee              2           71.24,ITEM
R00275,12,Masala Dosa                4          464.56,ITEM
R00275,13,Paneer Butter Masala       2          364.58,ITEM
R00275,14,Biryani                    4          943.04,ITEM
R00275,15,Filter Coffee              4          245.60,ITEM
R00275,16,Biryani                    1          341.38,ITEM
R00275,17,--------------------------------------------,OTHER
R00275,18,Total Qty: 17,OTHER
R00275,19,"Subtotal:                           2,430.40",SUBTOTAL
R00275,20,CGST @ 2.5%:                           60.76,TAX
R00275,21,SGST @ 2.5%:                           60.76,TAX
R00275,22,Round Off Adj:                          0.08,TAX
R00275,23,"Bill Total:                         2,552.00",TOTAL
R00275,24,--------------------------------------------,OTHER
R00275,25,Thank you for your business,FOOTER
R00275,26,UPI Payment,FOOTER
R00276,0,PATEL STORES,VENDOR
R00276,1,"31 Adajan, Surat 395007",ADDRESS
